Sample	posterior	likelihood	prior	treeLikelihood.h3n2_2deme	treeHeight.t:h3n2_2deme	treeLength.t:h3n2_2deme	Tree.t:h3n2_2deme.length_HongKong	Tree.t:h3n2_2deme.length_NewZealand	Tree.t:h3n2_2deme.count_HongKong_to_NewZealand	Tree.t:h3n2_2deme.count_NewZealand_to_HongKong	Tree.t:h3n2_2deme.count_HongKong	Tree.t:h3n2_2deme.count_NewZealand	rootTypeLogger.t:h3n2_2deme	migModel.t:h3n2_2deme.popSize_HongKong	migModel.t:h3n2_2deme.popSize_NewZealand	migModel.t:h3n2_2deme.rateMatrix_HongKong_NewZealand	migModel.t:h3n2_2deme.rateMatrix_NewZealand_HongKong	clockRate.c:h3n2_2deme	proportionInvariant.s:h3n2_2deme	kappa.s:h3n2_2deme	freqParameter.s:h3n2_2deme1	freqParameter.s:h3n2_2deme2	freqParameter.s:h3n2_2deme3	freqParameter.s:h3n2_2deme4	
8753000	-4586.669743618941	-4522.054379620649	-64.61536399829149	-4522.054379620649	7.053186459532998	38.314353775466934	31.290809547901677	7.023544227565245	0	11	40	19	0	1.795766902535714	0.3182355311160409	0.019826376704068387	1.1041870058797205	0.004664293195663439	0.464997131447028	7.006632324212646	0.3182499256029363	0.18513499860045965	0.21331381715186037	0.28330125864474415	
8754000	-4591.38331347264	-4522.329562466729	-69.05375100591098	-4522.329562466729	6.810619591547425	36.071141860057786	28.08719215479774	7.983949705260034	2	11	38	21	0	2.242289027705426	0.31801200899723076	0.0760166350525537	1.2596605888844397	0.005182310080653653	0.464997131447028	7.006632324212646	0.35112990796002275	0.18513499860045965	0.21331381715186037	0.2504212762876577	
8755000	-4595.323949717247	-4522.04857320444	-73.2753765128077	-4522.04857320444	6.700575241294947	35.53950959281054	26.859761277653906	8.679748315156642	2	12	39	20	0	2.2223775938798513	0.36443804200958746	0.04287707459268723	1.291579240826982	0.005054382424638897	0.326312481050616	7.006632324212646	0.3469035489846459	0.18513499860045965	0.21331381715186037	0.2546476352630345	
8756000	-4595.0262668503465	-4525.6382123104995	-69.38805453984703	-4525.6382123104995	6.94376772975844	38.494812316708206	29.02574517510712	9.469067141601084	0	9	38	21	0	1.5486435290888854	0.3638561934048674	0.04294564004925615	1.1618067561300696	0.004445527590994134	0.326312481050616	7.006632324212646	0.36089679417131343	0.18513499860045965	0.2021253779885139	0.2518428292397135	
8757000	-4604.081283326107	-4528.088821853377	-75.99246147272986	-4528.088821853377	7.078430269848814	38.609926188405666	29.099414346338857	9.510511842066801	4	12	37	22	0	1.6651726338521855	0.2422626606912912	0.057589926047410325	1.1791433754595497	0.004301163982425804	0.30677986552016767	7.006632324212646	0.36089679417131343	0.18513499860045965	0.2021253779885139	0.2518428292397135	
8758000	-4611.4423939507515	-4534.860881622918	-76.58151232783369	-4534.860881622918	6.961463835254686	39.02449538749724	30.58322381689282	8.44127157060442	3	10	36	23	0	2.2622791298489995	0.30022046663409946	0.06648351036672397	1.41401386122675	0.004520912311628118	0.5385450841589636	7.006632324212646	0.36089679417131343	0.18513499860045965	0.2021253779885139	0.2518428292397135	
8759000	-4604.264129029707	-4534.718123342663	-69.54600568704393	-4534.718123342663	6.947716878227814	37.8758604522696	29.41619344964091	8.459667002628695	1	10	38	21	0	2.254848409016659	0.1897889289429303	0.06670260288022227	1.4186736610668722	0.00420097956873651	0.5385450841589636	7.006632324212646	0.36089679417131343	0.18513499860045965	0.2021253779885139	0.2518428292397135	
8760000	-4596.663871094327	-4535.969633309686	-60.6942377846409	-4535.969633309686	7.0367743551746464	38.065051671107746	32.24209617400875	5.8229554970990085	0	12	41	18	0	1.9491253568009224	0.18463671577404436	0.07279719774461876	1.419583634038918	0.004607304739130311	0.5385450841589636	7.006632324212646	0.36089679417131343	0.18513499860045965	0.2021253779885139	0.2518428292397135	
8761000	-4609.108570493525	-4535.073377775882	-74.03519271764222	-4535.073377775882	7.126724289180985	38.30351356223107	29.502276017596063	8.801237544634994	2	11	38	21	0	1.1749279962843833	0.35976434626587667	0.07280191783034161	1.8835912734981375	0.004048043872649932	0.5385450841589636	7.006632324212646	0.3457041733696913	0.18513499860045965	0.2021253779885139	0.26703545004133566	
8762000	-4598.302135359141	-4535.980038505332	-62.32209685380924	-4535.980038505332	6.780799360976497	36.011864443361176	27.30324884159251	8.708615601768678	1	11	39	20	0	1.1656880911807035	0.38323834118601635	0.027802230774581584	0.6460234839453336	0.004796637552621143	0.5385450841589636	7.006632324212646	0.3457041733696913	0.18513499860045965	0.2021253779885139	0.26703545004133566	
8763000	-4598.724152794878	-4524.691601475534	-74.03255131934426	-4524.691601475534	6.835900446359567	38.708825683245216	28.56442420918424	10.14440147406098	0	9	38	21	0	1.7394089556350711	0.4387463094839033	0.06673466235402403	0.5547012373772402	0.004254431210951959	0.5385450841589636	7.006632324212646	0.3457041733696913	0.18513499860045965	0.2021253779885139	0.26703545004133566	
8764000	-4602.982787872323	-4534.120148929425	-68.86263894289702	-4534.120148929425	6.850796456211807	37.92991232399727	27.117236384283217	10.812675939714062	0	7	36	23	0	0.9791463423340331	0.4491808495887524	0.10316390932337137	0.5578371657959368	0.004946877375168167	0.5284086582721825	7.006632324212646	0.3457041733696913	0.18513499860045965	0.2021253779885139	0.26703545004133566	
8765000	-4603.738703280854	-4527.010191880306	-76.72851140054773	-4527.010191880306	6.856051041846268	37.70005198298613	24.54635340943031	13.153698573555802	5	8	32	27	0	1.1070159999670621	0.42477888306766165	0.24224115835122415	0.8235066650135391	0.004807671929509981	0.5284086582721825	7.006632324212646	0.3457041733696913	0.18513499860045965	0.2021253779885139	0.26703545004133566	
8766000	-4602.546492957657	-4528.232878028091	-74.31361492956644	-4528.232878028091	6.962057704111924	38.81002092009579	28.812144117445484	9.997876802650312	2	8	35	24	0	1.8113581639110428	0.346838346423643	0.017536762896950383	0.6442230543110944	0.004328313029046027	0.5284086582721825	7.006632324212646	0.3457041733696913	0.19487604773873177	0.2021253779885139	0.25729440090306355	
8767000	-4605.455529748812	-4535.14390148443	-70.31162826438197	-4535.14390148443	6.745431889000849	37.76194323154452	28.32352267139898	9.438420560145545	1	8	36	23	0	1.8058472799751877	0.34578312393384136	0.019406544363599496	0.8293283603251954	0.004271890198548081	0.39599422048063354	7.006632324212646	0.3457041733696913	0.19794682923894918	0.1990545964882965	0.25729440090306355	
8768000	-4600.607912194262	-4533.227604247264	-67.38030794699806	-4533.227604247264	6.726596149472348	38.31831775454677	28.87845052376326	9.439867230783518	0	9	38	21	0	1.7036334001927618	0.3813220439667926	0.011307189367360016	1.2486046938719375	0.0052268041465264046	0.39599422048063354	7.006632324212646	0.3457041733696913	0.19794682923894918	0.19831415551567078	0.25803484187568926	
8769000	-4600.31370051695	-4529.463015232371	-70.85068528457906	-4529.463015232371	6.738217754264356	38.64006614963508	30.50142122470773	8.138644924927362	0	11	40	19	0	1.5754406200325732	0.217592236684085	0.011278086775593256	1.2453910187929031	0.004474879881218755	0.41452294484805147	7.006632324212646	0.3457041733696913	0.19794682923894918	0.19831415551567078	0.25803484187568926	
8770000	-4594.425474735594	-4526.417365777347	-68.00810895824755	-4526.417365777347	6.772064412258302	37.46977677071682	29.0121403775551	8.45763639316171	0	10	39	20	0	1.5807665589555682	0.22720653180895387	0.035735259774353684	0.8691370597922671	0.004117892021811288	0.41452294484805147	9.323161823222815	0.3457041733696913	0.19794682923894918	0.19831415551567078	0.25803484187568926	
8771000	-4596.601633809063	-4533.105698971689	-63.495934837373824	-4533.105698971689	6.710235282484087	35.72953242949062	25.270077372576765	10.45945505691385	0	9	38	21	0	1.7452791106317511	0.4174106210290625	0.035892080419563266	0.9694124615047357	0.005053382774988925	0.41452294484805147	9.323161823222815	0.3457041733696913	0.19794682923894918	0.19831415551567078	0.25803484187568926	
8772000	-4588.722819207356	-4524.861525799526	-63.8612934078304	-4524.861525799526	6.743441369255752	36.165763949262505	24.750901798901257	11.414862150361262	1	8	36	23	0	1.0570832698045425	0.34915589118812423	0.02957374810579509	1.081045997961705	0.004813245665613798	0.41452294484805147	9.323161823222815	0.3457041733696913	0.19794682923894918	0.19831415551567078	0.25803484187568926	
8773000	-4586.969867080143	-4524.494604886842	-62.475262193300075	-4524.494604886842	6.530828197749276	35.438364874832814	26.07408252794475	9.364282346888071	0	9	38	21	0	1.602152863823525	0.23034327917251954	0.01609181719961498	0.8830079005767263	0.004608363762882951	0.41452294484805147	9.323161823222815	0.33480839800918927	0.2088426045994512	0.19831415551567078	0.25803484187568926	
8774000	-4597.050431210887	-4531.299324029157	-65.75110718172981	-4531.299324029157	7.171744327274012	37.79350809051497	28.604721664856704	9.188786425658282	0	10	39	20	0	1.1267077562927408	0.2050974131320316	0.034823223735641805	0.7375099859298092	0.00430785072063145	0.34664829007773945	9.323161823222815	0.33480839800918927	0.2088426045994512	0.19831415551567078	0.25803484187568926	
8775000	-4593.724683902348	-4529.513868948749	-64.21081495359847	-4529.513868948749	6.607583655185293	35.65963011538052	26.73493285801183	8.924697257368686	0	10	39	20	0	1.3785613344765344	0.37417370732637606	0.08829109477876602	0.7194813567374652	0.004695091145590022	0.34664829007773945	9.323161823222815	0.33480839800918927	0.2088426045994512	0.19831415551567078	0.25803484187568926	
8776000	-4597.032790031285	-4525.625785025935	-71.40700500534994	-4525.625785025935	6.5370565272666585	36.071476389856386	26.369545492207823	9.70193089764857	1	11	39	20	0	1.3601630450327007	0.36968851188675655	0.09047854079725405	0.729213444591962	0.004519782572858508	0.34664829007773945	9.323161823222815	0.33480839800918927	0.2088426045994512	0.19831415551567078	0.25803484187568926	
8777000	-4603.7555912034695	-4530.720577795661	-73.0350134078088	-4530.720577795661	6.627131263047969	36.17021766556803	26.796608762953174	9.373608902614857	2	11	38	21	0	1.749309586649943	0.36909609700892937	0.061726465373925184	1.6014299361196132	0.0048186340595950915	0.34664829007773945	9.323161823222815	0.33480839800918927	0.2088426045994512	0.19831415551567078	0.25803484187568926	
8778000	-4595.724925878869	-4529.457497349583	-66.26742852928614	-4529.457497349583	6.72210919258502	35.817695374209755	27.17001842568486	8.647676948524904	0	10	39	20	0	1.74058812434613	0.37861370050820886	0.03956482729115818	0.8225807885153315	0.0047039350483702265	0.34664829007773945	5.787576090738139	0.33480839800918927	0.2088426045994512	0.19831415551567078	0.25803484187568926	
8779000	-4598.3759014820225	-4525.056515408901	-73.31938607312125	-4525.056515408901	7.075460601423424	37.84204634220332	27.51527186000466	10.32677448219867	0	10	39	20	0	1.7270555185315604	0.448699291921245	0.0015133909773459885	0.6546645337361334	0.004277663519782179	0.34664829007773945	6.10599896736775	0.33480839800918927	0.2088426045994512	0.19831415551567078	0.25803484187568926	
8780000	-4596.586030417696	-4530.5450119346615	-66.04101848303405	-4530.5450119346615	6.9634809023234805	37.63628406504187	27.5131960665445	10.123087998497372	0	9	38	21	0	1.4614985573451869	0.43779983851943366	0.003597619898774899	0.607655413555674	0.004528069318499458	0.34664829007773945	6.10599896736775	0.33529321052452904	0.2083811658835267	0.19829078171625555	0.25803484187568926	
8781000	-4591.9582656832235	-4529.521062281173	-62.4372034020506	-4529.521062281173	6.373994301598732	34.68858206779938	24.622726497668122	10.065855570131259	1	9	37	22	0	1.4516371698844668	0.37512300296312473	0.04894481612661037	0.6117833909869446	0.005328234494811349	0.34664829007773945	6.10599896736775	0.33529321052452904	0.2083811658835267	0.19829078171625555	0.25803484187568926	
8782000	-4597.839528438293	-4534.746684200861	-63.092844237432814	-4534.746684200861	6.581562604508452	36.04485409674435	27.221357876897855	8.823496219846515	0	9	38	21	0	1.6758561650731831	0.3761090872841163	0.016589208734822333	0.610179414826593	0.004891847717750139	0.34664829007773945	6.10599896736775	0.33529321052452904	0.2083811658835267	0.19829078171625555	0.25803484187568926	
8783000	-4600.552777424158	-4535.06613242754	-65.48664499661858	-4535.06613242754	6.528934425173475	35.650445239456474	27.389366466607118	8.261078772849345	0	9	38	21	0	1.6905165758295213	0.37670381515165974	0.018018562016261945	0.689104367636177	0.004580605922595794	0.5388460792888455	6.10599896736775	0.33529321052452904	0.20565796516265	0.19829078171625555	0.26075804259656593	
8784000	-4598.953788139672	-4535.570218821552	-63.38356931811992	-4535.570218821552	6.778853068448021	36.430351606682365	27.193513372528166	9.236838234154206	0	10	39	20	0	1.2840688492903973	0.3596427948042115	0.04233569376448866	0.9826823181030653	0.004619930614138099	0.5110185743190329	6.10599896736775	0.33529321052452904	0.20565796516265	0.19829078171625555	0.26075804259656593	
8785000	-4604.822260066419	-4541.0284725555575	-63.793787510861776	-4541.0284725555575	6.837737750508759	36.077285305378744	25.532473049414826	10.544812255963908	2	9	36	23	0	1.2239712419625925	0.36015114034967716	0.03569988136213764	1.100716797143227	0.004675416148593513	0.5110185743190329	6.10599896736775	0.3242790419825362	0.2166721337046428	0.19829078171625555	0.26075804259656593	
8786000	-4615.806661996103	-4533.835731076042	-81.97093092006051	-4533.835731076042	6.7850590681885485	39.415285672348766	29.860144027692737	9.555141644656011	0	10	39	20	0	1.3804478693693756	0.3939381971677152	0.0858394036469673	0.44785926865303843	0.004316456225027303	0.5110185743190329	6.10599896736775	0.3242790419825362	0.2166721337046428	0.19829078171625555	0.26075804259656593	
8787000	-4601.264879615118	-4537.799310445779	-63.46556916933907	-4537.799310445779	6.519255503170479	36.24773891661363	29.347816135749127	6.899922780864488	0	11	40	19	0	1.8246609700207883	0.2700632493215149	0.08584416686354848	1.265462880060988	0.004301691966878165	0.5110185743190329	6.10599896736775	0.3242790419825362	0.2166721337046428	0.19829078171625555	0.26075804259656593	
8788000	-4580.9250043765105	-4528.649870972596	-52.27513340391453	-4528.649870972596	6.652388280985519	35.03175660075797	29.15589421153133	5.875862389226642	0	11	40	19	0	1.5238878760118653	0.21682237627567694	0.03732343109835479	1.4122220825257585	0.0047149113000044315	0.4466759026511625	6.10599896736775	0.3242790419825362	0.2166721337046428	0.19829078171625555	0.26075804259656593	
8789000	-4595.702218587561	-4542.761317578173	-52.94090100938876	-4542.761317578173	6.245869283182758	33.29435510091214	25.88891154299533	7.405443557916805	0	10	39	20	0	1.5383012705685908	0.21887314819084366	0.10790842720089083	1.567601396842755	0.0051642569293616075	0.3316180993505049	6.10599896736775	0.3242790419825362	0.2166721337046428	0.19829078171625555	0.26075804259656593	
8790000	-4608.382237729846	-4543.807208019781	-64.57502971006458	-4543.807208019781	6.174529099331292	33.239921310825935	22.802185852268238	10.437735458557697	3	9	36	23	1	0.7618580828741404	0.4172099670705161	0.10762678887954487	0.7785229878077443	0.004748675689628422	0.3316180993505049	6.10599896736775	0.3285309499102338	0.21242022577694522	0.19829078171625555	0.26075804259656593	
8791000	-4611.478296623342	-4548.573372013928	-62.90492460941501	-4548.573372013928	6.120155403996661	32.87484423886753	22.12357607199325	10.75126816687429	2	8	35	24	0	0.7568850933861139	0.4177498060102544	0.06253109339133586	1.1611980435082527	0.0050466628245664415	0.3316180993505049	6.10599896736775	0.3285309499102338	0.21242022577694522	0.19829078171625555	0.26075804259656593	
8792000	-4612.722302194375	-4541.259296484623	-71.46300570975168	-4541.259296484623	6.117512136577395	32.70126896874466	21.7613241338157	10.939944834928948	9	13	33	26	0	0.7844002848686891	0.4243684994774004	0.2198909478691527	0.8140569272248945	0.005163092932983546	0.3316180993505049	6.10599896736775	0.3285309499102338	0.21242022577694522	0.19829078171625555	0.26075804259656593	
8793000	-4603.791739625886	-4535.608045104573	-68.18369452131323	-4535.608045104573	6.141911712148326	33.24492511545752	21.263932180665694	11.980992934791825	6	10	33	26	0	0.71129405689409	0.42021328018627135	0.5222311016600992	0.8221066134380068	0.00569499895315757	0.3316180993505049	5.743948228468336	0.3572655508390863	0.21242022577694522	0.19829078171625555	0.23202344166771344	
8794000	-4607.672032787966	-4532.242162016884	-75.42987077108096	-4532.242162016884	6.3828248282078786	34.31596117188851	21.142650340341305	13.173310831547218	8	11	32	27	0	0.823068254717529	0.48699296507826334	0.7455709441571698	0.8217550983654559	0.004587915134172167	0.3316180993505049	5.743948228468336	0.3572655508390863	0.21242022577694522	0.19829078171625555	0.23202344166771344	
8795000	-4614.902470046615	-4536.384991804832	-78.5174782417831	-4536.384991804832	6.451857707243491	35.08696310876208	21.278018413980185	13.808944694781882	10	13	33	26	1	1.0176902569316575	0.5461037420117284	0.7440740511731458	1.054287075210916	0.004747514423489112	0.3316180993505049	5.743948228468336	0.35554925089103334	0.21242022577694522	0.2000070816643085	0.23202344166771344	
8796000	-4604.564122424861	-4532.71402575165	-71.85009667321046	-4532.71402575165	6.3497529846805065	34.89218186174357	20.197916110011032	14.694265751732539	11	11	30	29	1	0.9037808626993402	0.452936710751859	0.7456347725089668	0.82595258256181	0.004930746867757634	0.3316180993505049	5.234288412813586	0.35554925089103334	0.21242022577694522	0.2000070816643085	0.23202344166771344	
8797000	-4614.946326149583	-4533.53989872835	-81.4064274212331	-4533.53989872835	6.327265407780314	35.834925361375056	24.30662572453835	11.528299636836705	9	14	34	25	0	1.4506565796673807	0.3380409995140607	0.7453053815181061	0.7727009040468691	0.004206752192136611	0.3316180993505049	5.234288412813586	0.35554925089103334	0.21242022577694522	0.2000070816643085	0.23202344166771344	
8798000	-4610.793272402726	-4532.227765853638	-78.56550654908814	-4532.227765853638	6.413118619048238	35.353566673003805	21.84245288530594	13.511113787697873	10	13	33	26	1	1.0544046534233116	0.4554960890915334	0.7457976574169821	0.6372639314941198	0.00474074425031473	0.41728069057989214	5.779553223885445	0.35554925089103334	0.21242022577694522	0.2000070816643085	0.23202344166771344	
8799000	-4611.60997378589	-4528.732439571695	-82.87753421419517	-4528.732439571695	6.466595592206623	35.62372757883003	23.44663920565357	12.177088373176463	10	14	34	25	1	0.885021407133962	0.47844678817944947	0.7464738416557906	1.0669044664739165	0.00444642250103552	0.41728069057989214	5.779553223885445	0.35554925089103334	0.1940737028987685	0.2000070816643085	0.25036996454589017	
8800000	-4607.319009440273	-4537.004076125543	-70.3149333147294	-4537.004076125543	6.719187736982195	34.259475119872654	19.1394304556877	15.120044664184956	18	13	25	34	1	1.0628413107555768	0.4409682340494535	1.245925050168458	0.591208415555436	0.004564890940637028	0.41728069057989214	8.384471713127928	0.35554925089103334	0.1940737028987685	0.2000070816643085	0.25036996454589017	
8801000	-4611.794175778286	-4531.168924167926	-80.62525161036055	-4531.168924167926	6.891176951439088	35.960078187171256	19.101584301183365	16.85849388598791	18	13	25	34	1	0.7740670762997007	0.4419837333804089	1.2430624198060467	0.5898500584370419	0.0043860038361673145	0.22988740230262403	8.384471713127928	0.35554925089103334	0.19748327606318225	0.19659750849989474	0.25036996454589017	
8802000	-4605.093869367934	-4527.665632337826	-77.42823703010825	-4527.665632337826	6.8066685839433365	35.65696559107012	21.388456477111106	14.268509113958993	10	11	30	29	0	0.9415092494850488	0.43947081775589364	0.5574474887467539	0.5932228499127913	0.004751697911028513	0.3097644885633671	8.384471713127928	0.35554925089103334	0.19748327606318225	0.2053181970056743	0.2416492760401106	
8803000	-4606.0388507842645	-4529.694114023955	-76.34473676030964	-4529.694114023955	6.735669569126709	35.38249523603867	20.81768797658724	14.564807259451436	12	11	29	30	1	1.4485127542527525	0.46761638439738723	0.5603548135870652	0.9822523268541777	0.0046338633670060195	0.3535181335095216	5.757777742343587	0.35554925089103334	0.19748327606318225	0.2053181970056743	0.2416492760401106	
8804000	-4606.354763850915	-4533.441126668657	-72.91363718225898	-4533.441126668657	6.722312790242474	34.57651171474557	20.89232477921311	13.68418693553246	11	14	32	27	0	0.8507013663605736	0.5560738661273938	0.3015853690179751	0.9773874738415551	0.004554848285048533	0.3535181335095216	6.7207829067275275	0.35554925089103334	0.19748327606318225	0.2053181970056743	0.2416492760401106	
8805000	-4609.125240320556	-4535.9314480713565	-73.19379224920013	-4535.9314480713565	6.725767259728054	36.14652679163032	26.009753560980965	10.136773230649347	4	11	36	23	0	1.2873197752251149	0.5548302866016875	0.30226133318074716	0.9795781600396641	0.004264209675090475	0.2790265700855076	6.7207829067275275	0.35554925089103334	0.19748327606318225	0.2053181970056743	0.2416492760401106	
8806000	-4603.001973827033	-4532.860184016051	-70.14178981098189	-4532.860184016051	6.637929772250593	36.56934896643947	25.70567007602586	10.863678890413599	3	8	34	25	0	1.2872798811877366	0.35309188302794847	0.2265653577660836	1.3716272409398809	0.004536386849493473	0.4616329523483299	6.7207829067275275	0.35554925089103334	0.19748327606318225	0.2053181970056743	0.2416492760401106	
8807000	-4591.52313758949	-4521.332427637775	-70.190709951715	-4521.332427637775	6.600106142876696	37.14796055303824	28.338122383196126	8.809838169842124	4	9	34	25	0	1.2888957053933539	0.28085278906752803	0.1328472665966094	1.1950122223300448	0.00415109503625668	0.4616329523483299	6.7207829067275275	0.35554925089103334	0.19748327606318225	0.2053181970056743	0.2416492760401106	
8808000	-4591.380481364548	-4522.324160626967	-69.05632073758214	-4522.324160626967	6.52281915085816	36.13033675598042	27.259397598514283	8.870939157466141	4	10	35	24	0	1.2892863894874862	0.3070229420621903	0.13280701075087067	0.7573754846988754	0.005027215926328073	0.4616329523483299	6.7207829067275275	0.35554925089103334	0.19748327606318225	0.2053181970056743	0.2416492760401106	
8809000	-4615.613712369078	-4530.046115158342	-85.56759721073556	-4530.046115158342	6.888934694498298	39.167877108922475	27.582237392830653	11.585639716091826	8	12	33	26	0	1.512831993515774	0.422183237939175	0.22714933234415682	0.8884348528525076	0.0041747804883712535	0.25234924028476186	6.7207829067275275	0.35554925089103334	0.19748327606318225	0.2053181970056743	0.2416492760401106	
8810000	-4607.366438371937	-4523.369416822781	-83.9970215491557	-4523.369416822781	6.652224132220518	36.95123998911525	25.070248704263182	11.880991284852067	8	13	34	25	0	1.3436867195489184	0.7373901016588322	0.33586144260635414	0.7012596812915249	0.005092174608441088	0.25234924028476186	6.7207829067275275	0.35554925089103334	0.19748327606318225	0.2053181970056743	0.2416492760401106	
8811000	-4603.2721338108495	-4531.72042048384	-71.55171332700955	-4531.72042048384	6.560483860975863	35.83886016043578	22.052422462598273	13.786437697837494	7	6	29	30	1	1.1299116268591758	0.6547999057658341	0.3377857917982199	0.5895778161298478	0.0050322860074627695	0.25234924028476186	5.205850752043349	0.35554925089103334	0.19748327606318225	0.2053181970056743	0.2416492760401106	
8812000	-4607.439108531076	-4525.167348050579	-82.27176048049739	-4525.167348050579	6.815068789828373	37.23670103809084	25.17725768025478	12.05944335783607	4	10	35	24	0	1.1244091578046889	0.6033080282010393	0.14383024871153602	1.532684983129905	0.004359508840028027	0.25234924028476186	9.098630897703995	0.35554925089103334	0.19748327606318225	0.2053181970056743	0.2416492760401106	
8813000	-4612.5325773252125	-4520.894265715393	-91.63831160981934	-4520.894265715393	6.965045537153882	39.55335493931219	27.008005628745163	12.545349310567037	4	12	37	22	0	1.611852656789279	0.5465552880182571	0.14467031887681928	1.5416369451729344	0.0042770728471476565	0.25234924028476186	9.098630897703995	0.35554925089103334	0.19748327606318225	0.2053181970056743	0.2416492760401106	
8814000	-4607.472226435387	-4524.907702647668	-82.56452378771847	-4524.907702647668	7.012760496965139	38.51589473089966	25.23206874261091	13.28382598828874	7	14	36	23	0	1.0769096069965673	0.4173249920837606	0.34057808829241887	1.2330865850292774	0.004397469152637599	0.25234924028476186	9.098630897703995	0.35554925089103334	0.19748327606318225	0.2053181970056743	0.2416492760401106	
8815000	-4613.9357128306365	-4524.243808055713	-89.69190477492376	-4524.243808055713	7.10176586954542	39.75368076980274	25.223695984931304	14.529984784871438	9	14	34	25	0	1.077483047892963	0.6687416033512728	0.3403968312372615	1.2324303312923526	0.0037655756343764057	0.25234924028476186	9.098630897703995	0.35554925089103334	0.19748327606318225	0.2053181970056743	0.2416492760401106	
8816000	-4620.021563687228	-4527.250903932835	-92.77065975439335	-4527.250903932835	7.133461256824553	39.68482518273448	24.73596779439322	14.948857388341256	11	17	35	24	0	0.9056545097545822	0.6231976814772817	0.517509730216174	1.35645006551485	0.004066926648878339	0.5192922762751656	9.098630897703995	0.35554925089103334	0.19748327606318225	0.2053181970056743	0.2416492760401106	
8817000	-4622.2749045393475	-4530.308505672183	-91.9663988671644	-4530.308505672183	7.265909531308103	40.32856232802533	22.939722272585733	17.388840055439605	7	13	35	24	0	0.9092795583882571	0.6590610609538566	0.6322201441911706	0.7426729220317401	0.0043576979947967266	0.3443269708408558	7.280356222909302	0.3558645869174416	0.19716794003677401	0.2053181970056743	0.2416492760401106	
8818000	-4617.965197293401	-4523.006589308346	-94.9586079850549	-4523.006589308346	7.21872754469114	39.69935755253759	23.377701479272467	16.321656073265128	10	15	34	25	0	0.9032001287614224	0.8864871308122553	0.3545451469454664	0.7476718448855701	0.004709637210402188	0.3443269708408558	7.280356222909302	0.3558645869174416	0.19716794003677401	0.2053181970056743	0.2416492760401106	
8819000	-4605.283492726868	-4523.283527233986	-81.99996549288133	-4523.283527233986	6.9267363664873915	37.39041097736536	21.61554566174148	15.774865315623888	6	11	34	25	0	0.8074378431715925	0.8856670319355509	0.36531761425497083	0.6907070209312638	0.004742876380766094	0.3443269708408558	6.163405455311166	0.3558645869174416	0.19716794003677401	0.2053181970056743	0.2416492760401106	
8820000	-4602.654393556322	-4524.989521096237	-77.66487246008546	-4524.989521096237	7.0806568791527855	36.91553463757829	23.66287562363872	13.252659013939574	3	9	35	24	0	1.165635127049464	0.8828763123235378	0.22973974025522428	0.5581777956747588	0.004893833799143941	0.3443269708408558	6.163405455311166	0.3558645869174416	0.19209721543161618	0.2053181970056743	0.24672000064526844	
8821000	-4595.414443598296	-4522.798577028877	-72.61586656941904	-4522.798577028877	6.949941591117967	37.111347747596284	25.80918706217597	11.302160685420315	1	10	38	21	0	1.174816129676241	0.7166752886830056	0.13139638998584588	0.6448542240258777	0.004588240009052387	0.3443269708408558	6.4052474763604685	0.3558645869174416	0.19209721543161618	0.2053181970056743	0.24672000064526844	
8822000	-4598.08168070551	-4524.157760151416	-73.92392055409337	-4524.157760151416	6.660566388454274	36.26729692072833	24.905637986496167	11.361658934232164	1	10	38	21	0	1.001378170395636	0.5995160819342189	0.23688930939618394	0.6487554827692068	0.004922134481592902	0.3443269708408558	6.4052474763604685	0.3558645869174416	0.19209721543161618	0.2053181970056743	0.24672000064526844	
8823000	-4600.514352504789	-4518.738429768731	-81.77592273605762	-4518.738429768731	6.728342659612532	36.85242483400038	24.838562119435448	12.01386271456493	4	12	37	22	0	1.165583667312121	0.5793490647960421	0.23704274654497273	0.6491756924941239	0.004710452357522868	0.3443269708408558	6.4052474763604685	0.3366617131151065	0.19209721543161618	0.2053181970056743	0.26592287444760354	
8824000	-4600.524447804409	-4522.449510823524	-78.07493698088481	-4522.449510823524	6.595329462392231	36.16283131448574	26.24673196603402	9.91609934845172	6	13	36	23	0	1.1284860511739019	0.429692105820731	0.23735350266294236	1.4878047757349728	0.004811266532480993	0.3443269708408558	6.4052474763604685	0.34654178191641893	0.19209721543161618	0.2053181970056743	0.2560428056462911	
8825000	-4592.0981842435485	-4513.432965304734	-78.66521893881438	-4513.432965304734	6.669593240394621	36.819793699436275	28.687421509616627	8.132372189819659	6	15	38	21	0	1.0599588472341177	0.36442023182681066	0.24117891583947143	1.4863845635293025	0.00461890019996463	0.3443269708408558	6.4052474763604685	0.3351516905215709	0.2109990943498338	0.2053181970056743	0.24853101812292153	
8826000	-4593.6751180941155	-4514.899766408406	-78.7753516857091	-4514.899766408406	6.615441489912915	36.585878567072186	28.676712263091606	7.909166303980564	6	15	38	21	0	1.4770458025706228	0.5212311999088788	0.36197381541155593	1.4847447538323888	0.004627057138760763	0.3443269708408558	6.4052474763604685	0.3351516905215709	0.2109990943498338	0.2053181970056743	0.24853101812292153	
